,course_id,title,credit,description,faculty,department,prerequesite,corequesite,prof name,semesters
80,AEPH 113,Physics 1,4.0,Physics (Agric & Envir Sci) : The basic laws and principles of Newtonian mechanics - oscillations and waves. Includes calculus-based applications.    ,Agricultural & Environmental Sciences,Bioresource Engineering,Precalculus Mathematics AEMA 100 or equivalent. Preparatory Physics AEPH 110 or equivalent ,AEMA 101 ,{'Fall': ['David Titley-Péloquin']},{'Fall'}
81,AEPH 114,Introductory Physics 2,4.0,"Physics (Agric & Envir Sci) : Electric and magnetic properties of matter: electrostatics, electric currents, the link between electric and magnetic phenomena, geometrical optics, interference diffraction.    ",Agricultural & Environmental Sciences,Bioresource Engineering,"AEPH 112 or AEPH 113 or PHYS 101 or PHYS 131 or CEGEP objective 00UR or equivalents, or permission of instructor ","AEMA 102 (or MATH 141 or higher level calculus course) or CEGEP objective 00UP, or permission of instructor. ",{'Winter': ['David Titley-Péloquin']},{'Winter'}
82,AEPH 115,Physics 2,4.0,Physics (Agric & Envir Sci) : The basic laws of electricity and magnetism - geometrical and physical optics. Includes calculus-based applications.    ,Agricultural & Environmental Sciences,Bioresource Engineering,"AEPH 113, AEMA 101 ",AEMA 102 ,{'Winter': ['David Titley-Péloquin']},{'Winter'}
83,AEPH 120,Physics Laboratory 1,1.0,Physics (Agric & Envir Sci) : The laboratory component of AEPH 112/AEPH 113. Illustrative experiments.    ,Agricultural & Environmental Sciences,Bioresource Engineering,Permission of instructor. ,,{'Fall': ['David Titley-Péloquin']},{'Fall'}
84,AEPH 122,Physics Laboratory 2,1.0,Physics (Agric & Envir Sci) : The laboratory component of AEPH 114/AEPH 115. Illustrative experiments.    ,Agricultural & Environmental Sciences,Bioresource Engineering,Permission of instructor. ,,{'Winter': ['David Titley-Péloquin']},{'Winter'}
85,AGEC 200,Principles of Microeconomics,3.0,"Agricultural Economics : The field of economics as it relates to the activities of individual consumers, firms and organizations. Emphasis is on the application of economic principles and concepts to everyday decision making and to the analysis of current economic issues.    ",Agricultural & Environmental Sciences,Agricultural Economics,,,{'Fall': ['Laurence B B Baker']},{'Fall'}
86,AGEC 201,Principles of Macroeconomics,3.0,"Agricultural Economics : The overall economic system, how it works, and the instruments used to solve social problems. Emphasis will be on decision-making involving the entire economic system and segments of it.    ",Agricultural & Environmental Sciences,Agricultural Economics,AGEC 200 or equivalent  ,,{'Winter': ['Laurence B B Baker']},{'Winter'}
87,AGEC 231,Economic Systems of Agriculture,3.0,"Agricultural Economics : The structure and organization of Canada's agriculture-food system, the operation, financing, linkages, and functions of its components. Focus to be on management of the various components and the entire system, types of problems confronted now and in the future.    ",Agricultural & Environmental Sciences,Agricultural Economics,AGEC 200 or equivalent  ,,{'Winter': ['Laurence B B Baker']},{'Winter'}
88,AGEC 242,Management Theories and Practices,3.0,Agricultural Economics : An introduction to contemporary management theories and practices in organizations of the food sector.    ,Agricultural & Environmental Sciences,Agricultural Economics,,,{},set()
89,AGEC 320,Intermediate Microeconomic Theory,3.0,"Agricultural Economics : An intermediate theory course in agricultural economics, dealing with economic concepts as applied to agricultural production and cost functions. Includes theory and application of linear programming as related to production decisions.    ",Agricultural & Environmental Sciences,Agricultural Economics,AGEC 200 or equivalent  ,,{'Winter': ['Gaoussou Diarra']},{'Winter'}
90,AGEC 330,Agriculture and Food Markets,3.0,"Agricultural Economics : Nature and organization of agricultural and food markets as economic institutions, including the application of economic theory to problems within the agri-food marketing chain. Spatial and temporal price relationships, and the role of market structure.    ",Agricultural & Environmental Sciences,Natural Resource Sciences,AGEC 200 or equivalent ,,{'Fall': ['Laurence B B Baker']},{'Fall'}
91,AGEC 332,Farm Management and Finance,3.0,"Agricultural Economics : Managing and financing a farm business. Topics include: the decision making process, farm management and economic concepts, the analysis of financial statements, farm planning and budgeting, input management, investment analysis, risk in financial management, the acquisition and cost of capital.    ",Agricultural & Environmental Sciences,Natural Resource Sciences,AGEC 200 or equivalent ,,{'Fall': ['Laurence B B Baker']},{'Fall'}
92,AGEC 333,Resource Economics,3.0,"Agricultural Economics : The role of resources in the environment, use of resources, and management of economic resources within the firm or organization. Problem-solving, case studies involving private and public decision-making in organizations are utilized.    ",Agricultural & Environmental Sciences,Agricultural Economics,AGEC 200 or equivalent  ,,{'Fall': ['Paul Thomassin']},{'Fall'}
93,AGEC 425,Applied Econometrics,3.0,Agricultural Economics : The theory and application of econometrics to empirical issues in agriculture and environment. Diagnosis and treatment of standard violations of the assumptions underlying ordinary least squares.    ,Agricultural & Environmental Sciences,Agricultural Economics,"AEMA 310, AGEC 200 and AGEC 201 or equivalents  ",,{},set()
94,AGEC 430,"Agriculture, Food and Resource Policy",3.0,"Agricultural Economics : Examination of North American and international agriculture, food and resource policies, policy instruments, programs and their implications. Economic analysis applied to the principles, procedures and objectives of various policy actions affecting agriculture, and the environment.    ",Agricultural & Environmental Sciences,Agricultural Economics,AGEC 200 or equivalent ,,{'Winter': ['Gordon Hickey']},{'Winter'}
95,AGEC 442,Economics of International Agricultural Development,3.0,"Agricultural Economics : The course deals with economic aspects of international development with emphasis on the role of food, agriculture and the resource sector in the economy of developing countries. Topics will include world food analysis, development project analysis and policies for sustainable development. Development case studies will be used.    ",Agricultural & Environmental Sciences,Agricultural Economics,AGEC 200 or AGEC 201 or equivalent  ,,{'Winter': ['Gaoussou Diarra']},{'Winter'}
96,AGEC 450,Agribusiness Management,3.0,Agricultural Economics : Strategic management of agricultural and food businesses. Analysis of internal and external factors and competitive forces affecting agribusinesses. Formulation of business strategy and solutions to strategic problems. Case-based course designed to enhance students' problemsolving and decisionmaking skills. Integration of knowledge and tools from various economics and business disciplines.    ,Agricultural & Environmental Sciences,Agricultural Economics,"AGEC 231, AGEC 330, AGEC 332 and an accounting course, or approval of instructor ",,{'Winter': ['Laurence B B Baker']},{'Winter'}
97,AGEC 491,Research & Methodology,3.0,"Agricultural Economics : Conceptual and philosophical foundations of research methodology, and the procedural aspects of planning, designing and conducting research in applied economics.    ",Agricultural & Environmental Sciences,Agricultural Economics,"AGEC 201 or equivalent, and AGEC 320  ",,{'Fall': ['Paul Thomassin']},{'Fall'}
98,AGEC 492,Special Topics in Agricultural Economics 01,3.0,Agricultural Economics : Students will pursue topics that are not otherwise available in formal courses. An individual course of study will be followed under the supervision of a member of the staff qualified in the appropriate discipline or area.    ,Agricultural & Environmental Sciences,Agricultural Economics,AGEC 201 or equivalent  ,,{},"{'Fall', 'Winter'}"
99,AGEC 630,Food and Agricultural Policy,3.0,"Agricultural Economics : This course examines the role of government in the agriculture and food industry through the nature and causes of the problems addressed, the instruments and institutions by which policy is implemented and the effects of different policies. Emphasis is placed on the application of economic models to analyze policy problems.    ",Agricultural & Environmental Sciences,Agricultural Economics,,,{},set()
100,AGEC 633,Environmental and Natural Resource Economics,3.0,Agricultural Economics : An advanced course in the theory and problems of environmental and resource economics and in the analytical techniques used to assess environmental and resource use issues.    ,Agricultural & Environmental Sciences,Agricultural Economics,,,{'Fall': ['Paul Thomassin']},{'Fall'}
101,AGEC 642,Economics of Agricultural Development,3.0,"Agricultural Economics : This course focuses on the role of agriculture in economic development. Topics covered will be - development theories, economic efficiency, employment, technology adoption and structural change in developing countries. Also, agriculture, food and development policies and implications for long term planning will be discussed.    ",Agricultural & Environmental Sciences,Agricultural Economics,,,{},set()
102,AGEC 685,Selected Topics in Agricultural Economics,3.0,Agricultural Economics : This course is designed to permit students to explore agricultural economics topics that are not covered in other courses. Students may be asked to prepare a presentation or lead discussion on the selected topic for the benefit of other students and staff. (Pass/Fail grading.)    ,Agricultural & Environmental Sciences,Agricultural Economics,,,"{'Winter': ['Peter Gilbert Brown', 'Paul Thomassin']}","{'Fall', 'Winter'}"
